iter	Logloss
0	0.647696945
1	0.607627929
2	0.5595345114
3	0.5252510824
4	0.4764864645
5	0.4489018488
6	0.4256964071
7	0.4018968395
8	0.3785661423
9	0.3574616378
10	0.3369083564
11	0.3216913233
12	0.3103872385
13	0.2964610839
14	0.2770320657
15	0.2617435615
16	0.2481674403
17	0.2368241523
18	0.2269218953
19	0.2143039405
20	0.2037930965
21	0.1941512223
22	0.1856816738
23	0.1753865684
24	0.1669435381
25	0.1592276649
26	0.1543443479
27	0.1501129488
28	0.1441231777
29	0.1404183202
30	0.1356514372
31	0.1306191937
32	0.1258546746
33	0.1216068806
34	0.1180104969
35	0.1118549152
36	0.1086135725
37	0.1060697233
38	0.1030248156
39	0.1002638398
40	0.09775491749
41	0.0959371779
42	0.09440820682
43	0.09171253734
44	0.08769924466
45	0.08563550653
46	0.08293082947
47	0.08004381162
48	0.07813497724
49	0.07654951985
50	0.0743950271
51	0.07322080833
52	0.0712312867
53	0.06967923263
54	0.06813163292
55	0.06645505167
56	0.06548735863
57	0.06400253715
58	0.06259022253
59	0.06159942179
60	0.06090643929
61	0.05866166004
62	0.0577607809
63	0.05684371983
64	0.05571610172
65	0.05492625295
66	0.05403448023
67	0.05327367928
68	0.05189536839
69	0.0513904589
70	0.05081470856
71	0.04976475384
72	0.0490438095
73	0.0484366824
74	0.0471278429
75	0.04628556676
76	0.04493506653
77	0.04389237049
78	0.04292536509
79	0.04191841585
80	0.04071326372
81	0.03957686337
82	0.03936925312
83	0.03878240905
84	0.03794514697
85	0.03714310687
86	0.0362810885
87	0.03602788216
88	0.03556830709
89	0.03500064989
90	0.03453445435
91	0.0337032952
92	0.03325445187
93	0.03280988554
94	0.03199355195
95	0.03116110476
96	0.03058202383
97	0.03020681695
98	0.02968819839
99	0.0293873752
100	0.0289849857
101	0.02855714065
102	0.02825956519
103	0.02806499528
104	0.02777012383
105	0.02737989658
106	0.02700230843
107	0.02639635598
108	0.02577845498
109	0.0254702161
110	0.02514807335
111	0.02459816089
112	0.02420598123
113	0.02393547791
114	0.02357900724
115	0.02337127052
116	0.02310863937
117	0.02284211066
118	0.02238769938
119	0.02214769619
120	0.02180401145
121	0.02148523709
122	0.02126107856
123	0.02085674972
124	0.02065018328
125	0.02036471338
126	0.02014835433
127	0.0197909707
128	0.01953514902
129	0.01935624495
130	0.01917482149
131	0.01900071051
132	0.01883417949
133	0.0185141418
134	0.01828451709
135	0.01797843997
136	0.0178745578
137	0.0176984566
138	0.01745058851
139	0.01717238019
140	0.0170236477
141	0.0168859726
142	0.01662930337
143	0.01652778067
144	0.01628087788
145	0.01614705237
146	0.01600528345
147	0.01591723576
148	0.0157782101
149	0.01565670676
150	0.01553832031
151	0.01542131494
152	0.01533087143
153	0.01510439413
154	0.01489610498
155	0.01481624493
156	0.01461153496
157	0.01441376384
158	0.01422178164
159	0.01403596198
160	0.01385250033
161	0.013677504
162	0.01350662766
163	0.01333903103
164	0.01317540029
165	0.01308818416
166	0.01293031762
167	0.0127791239
168	0.01263027438
169	0.0124850811
170	0.01234189912
171	0.01220529981
172	0.01207148447
173	0.01193845417
174	0.01180869632
175	0.0116831057
176	0.01156056436
177	0.01144053587
178	0.01132565446
179	0.01121248705
180	0.01110022461
181	0.0109895257
182	0.0108820389
183	0.01077780709
184	0.01067312534
185	0.010572126
186	0.01047350721
187	0.01037709451
188	0.0102826386
189	0.01018927955
190	0.01009665757
191	0.01000694167
192	0.009919298858
193	0.00983265115
194	0.009748643491
195	0.009665826472
196	0.009585227908
197	0.009504171406
198	0.009425719337
199	0.009346836951
