iter	Logloss
0	0.6395347592
1	0.6003377796
2	0.5544552841
3	0.5119238407
4	0.4829854826
5	0.4500782122
6	0.413869788
7	0.385525848
8	0.3588262942
9	0.3389575145
10	0.3150307847
11	0.2966234069
12	0.2750124266
13	0.262095348
14	0.2479297088
15	0.2364554196
16	0.2245543846
17	0.2140676167
18	0.2037722284
19	0.1945536875
20	0.1846905776
21	0.1766920461
22	0.1672337201
23	0.1589388251
24	0.1536456895
25	0.1479949089
26	0.1427680482
27	0.1371481799
28	0.1311289148
29	0.1260499235
30	0.121190748
31	0.1148013588
32	0.1111228881
33	0.1068465104
34	0.1023133621
35	0.09934840304
36	0.09570488128
37	0.09245622317
38	0.08934438641
39	0.0864494947
40	0.08232357194
41	0.0803851452
42	0.07834309514
43	0.07634333822
44	0.07325918037
45	0.07048726637
46	0.06892514673
47	0.06721298143
48	0.06544570847
49	0.06383689192
50	0.06229212412
51	0.06053056782
52	0.05869502011
53	0.05699321318
54	0.05523080196
55	0.05413354688
56	0.05326329251
57	0.05190126693
58	0.05015636576
59	0.04900331898
60	0.04801403398
61	0.04696296013
62	0.04600524292
63	0.04479490466
64	0.04396133442
65	0.04293974109
66	0.04205612608
67	0.04080082294
68	0.03977692936
69	0.03876145897
70	0.03800577861
71	0.03711048553
72	0.03663853389
73	0.03590667993
74	0.03521262831
75	0.03461541196
76	0.03398746173
77	0.03333051043
78	0.03281134335
79	0.03218858396
80	0.03145192457
81	0.03094259566
82	0.03015201142
83	0.02965133522
84	0.02922653229
85	0.02844650358
86	0.02804813098
87	0.02766990674
88	0.02726352726
89	0.02688108345
90	0.02655899572
91	0.02609582305
92	0.02549207964
93	0.02512532207
94	0.02473131484
95	0.02419471875
96	0.02361809038
97	0.02338162409
98	0.02309241392
99	0.02283561666
100	0.02237251017
101	0.02191823939
102	0.02149888552
103	0.0210708205
104	0.02059330046
105	0.02034783538
106	0.02017998834
107	0.01994775632
108	0.01973223841
109	0.01924579575
110	0.01904338432
111	0.01862985308
112	0.01848342828
113	0.01833712179
114	0.0181831381
115	0.01795735963
116	0.01773543913
117	0.01760040164
118	0.01745996672
119	0.01731384605
120	0.01712209145
121	0.01694561486
122	0.01680511803
123	0.01668384632
124	0.01658084438
125	0.01645330114
126	0.01625447399
127	0.01608316509
128	0.01596679253
129	0.01582194302
130	0.01571169805
131	0.01560181054
132	0.01544067945
133	0.0153114414
134	0.01517640407
135	0.01502543078
136	0.0149246698
137	0.01481202096
138	0.0146909458
139	0.01456594319
140	0.01444739809
141	0.01426310706
142	0.01416362354
143	0.01403621626
144	0.0139488148
145	0.01385268648
146	0.01374576853
147	0.01363803936
148	0.0135495309
149	0.01345528478
150	0.01335782017
151	0.01327409996
152	0.01317397127
153	0.01309820265
154	0.0130127707
155	0.01292244371
156	0.01283221097
157	0.0127435578
158	0.01266646369
159	0.01258483149
160	0.01250397781
161	0.01242578008
