iter	Logloss
0	0.6359224945
1	0.5873924832
2	0.5378221711
3	0.4961496724
4	0.443126493
5	0.4089938548
6	0.3834333711
7	0.3588476843
8	0.332194572
9	0.3103178024
10	0.2860210816
11	0.2682305415
12	0.2530652099
13	0.2364422957
14	0.223051601
15	0.2096111298
16	0.1946218756
17	0.1802801609
18	0.1692509969
19	0.1595285681
20	0.1513776832
21	0.1448709541
22	0.1388543394
23	0.1302257697
24	0.1246241517
25	0.1200964239
26	0.1146622923
27	0.1096575472
28	0.1057919661
29	0.1013492372
30	0.09583497577
31	0.09232725567
32	0.08957895173
33	0.08607325554
34	0.08053116269
35	0.07830986977
36	0.07582713763
37	0.07393699222
38	0.07138338089
39	0.06978401078
40	0.06694556872
41	0.06456063059
42	0.06259611977
43	0.05983451207
44	0.05873256789
45	0.05716226366
46	0.05515932507
47	0.05403797362
48	0.0529340744
49	0.0513083193
50	0.04976330863
51	0.04876697858
52	0.04765353733
53	0.04660162396
54	0.04554420577
55	0.04428504838
56	0.04335319996
57	0.04242782063
58	0.04131282171
59	0.04032757017
60	0.03900322914
61	0.03815251986
62	0.03738571273
63	0.03643362787
64	0.03579706616
65	0.03481117354
66	0.03415403896
67	0.03321330547
68	0.032479718
69	0.03181458844
70	0.03125405312
71	0.03069782787
72	0.03034156164
73	0.02916749848
74	0.02856493526
75	0.02813927068
76	0.02755667369
77	0.0270823929
78	0.02650625441
79	0.0259343836
80	0.0254537238
81	0.02505248388
82	0.02458404435
83	0.02379813459
