feature,family,comparison,group_n,reference_n,group_median,reference_median,cliffs_delta_group_minus_cn,robust_smd_group_minus_cn,direction_free_univariate_auc,missing_fraction,abs_cliffs_delta
sleep__event14__sleep__duration__awake_ratio__trimmed_mean_10,sleep:level,IMPAIRED_vs_CN,56,85,0.18983026604605996,0.1739415699003536,0.20504201680672268,0.18680119772217132,0.6025210084033613,0.0,0.20504201680672268
sleep__event14__sleep__duration__awake_ratio__p10,sleep:level,MCI_vs_CN,47,85,0.12722530683810637,0.10507065889418832,0.2360450563204005,0.3652050030203671,0.6180225281602002,0.0,0.2360450563204005
sleep__event14__sleep__duration__awake_ratio__p10,sleep:level,DEM_vs_CN,9,85,0.13433631689202058,0.10507065889418832,0.16601307189542483,0.4717409858134402,0.5830065359477125,0.0,0.16601307189542483
sleep__event14__sleep__duration__awake_ratio__p10,sleep:level,IMPAIRED_vs_CN,56,85,0.1274585403565432,0.10507065889418832,0.22478991596638656,0.3649295083490102,0.6123949579831933,0.0,0.22478991596638656
sleep__event14__sleep__duration__awake_ratio__p90,sleep:level,MCI_vs_CN,47,85,0.277962499696403,0.2610275229357798,0.16595744680851063,0.1635176655986891,0.5829787234042553,0.0,0.16595744680851063
sleep__event14__sleep__duration__awake_ratio__p90,sleep:level,DEM_vs_CN,9,85,0.2542167586047531,0.2610275229357798,0.134640522875817,-0.04174360941983028,0.5673202614379085,0.0,0.134640522875817
sleep__event14__sleep__duration__awake_ratio__p90,sleep:level,IMPAIRED_vs_CN,56,85,0.2776493022946358,0.2610275229357798,0.16092436974789917,0.15166276992538605,0.5804621848739496,0.0,0.16092436974789917
sleep__event14__sleep__duration__awake_ratio__iqr,sleep:variability,MCI_vs_CN,47,85,0.07609968361666736,0.0747064228046602,0.08886107634543179,0.03186981184986983,0.5444305381727159,0.0,0.08886107634543179
sleep__event14__sleep__duration__awake_ratio__iqr,sleep:variability,DEM_vs_CN,9,85,0.07368581407332753,0.0747064228046602,0.11895424836601307,-0.020997977460648458,0.5594771241830065,0.0,0.11895424836601307
sleep__event14__sleep__duration__awake_ratio__iqr,sleep:variability,IMPAIRED_vs_CN,56,85,0.07597987565227032,0.0747064228046602,0.09369747899159664,0.02791460724015637,0.5468487394957983,0.0,0.09369747899159664
sleep__event14__sleep__duration__awake_ratio__mad,sleep:variability,MCI_vs_CN,47,85,0.04001694825857306,0.03520711235840235,0.14893617021276595,0.216751609694015,0.574468085106383,0.0,0.14893617021276595
sleep__event14__sleep__duration__awake_ratio__mad,sleep:variability,DEM_vs_CN,9,85,0.03870216663183426,0.03520711235840235,0.1450980392156863,0.12594411784915457,0.5725490196078431,0.0,0.1450980392156863
sleep__event14__sleep__duration__awake_ratio__mad,sleep:variability,IMPAIRED_vs_CN,56,85,0.039848748890728584,0.03520711235840235,0.14831932773109244,0.19998090884005326,0.5741596638655462,0.0,0.14831932773109244
sleep__event14__sleep__duration__awake_ratio__theil_sen_rank_slope,sleep:change,MCI_vs_CN,47,85,-0.009948966100798472,0.008090081355295823,-0.15894868585732166,-0.2329898689563351,0.5794743429286608,0.0,0.15894868585732166
sleep__event14__sleep__duration__awake_ratio__theil_sen_rank_slope,sleep:change,DEM_vs_CN,9,85,0.011594218823253658,0.008090081355295823,0.027450980392156862,0.06510705958572723,0.5137254901960784,0.0,0.027450980392156862
sleep__event14__sleep__duration__awake_ratio__theil_sen_rank_slope,sleep:change,IMPAIRED_vs_CN,56,85,-0.0058890387900574735,0.008090081355295823,-0.12899159663865548,-0.18769737255445568,0.5644957983193277,0.0,0.12899159663865548
sleep__event14__sleep__duration__awake_ratio__late_half_minus_early_half,sleep:change,MCI_vs_CN,47,85,-0.0012634278893770556,0.008538270240397897,-0.09486858573216521,-0.1808085716106199,0.5474342928660826,0.0,0.09486858573216521
sleep__event14__sleep__duration__awake_ratio__late_half_minus_early_half,sleep:change,DEM_vs_CN,9,85,0.010531056966369273,0.008538270240397897,-0.058823529411764705,0.042058449784096584,0.5294117647058824,0.0,0.058823529411764705
sleep__event14__sleep__duration__awake_ratio__late_half_minus_early_half,sleep:change,IMPAIRED_vs_CN,56,85,0.0004368867139899063,0.008538270240397897,-0.08907563025210084,-0.15053047630661162,0.5445378151260505,0.0,0.08907563025210084
sleep__event14__sleep__duration__deep_ratio__median,sleep:sleep_stage,MCI_vs_CN,47,85,0.16458094498701226,0.18480129065235448,-0.1969962453066333,-0.17225748182136724,0.5984981226533166,0.0,0.1969962453066333
sleep__event14__sleep__duration__deep_ratio__median,sleep:sleep_stage,DEM_vs_CN,9,85,0.10369390937209058,0.18480129065235448,-0.4954248366013072,-0.7473840215377495,0.7477124183006536,0.0,0.4954248366013072
sleep__event14__sleep__duration__deep_ratio__median,sleep:sleep_stage,IMPAIRED_vs_CN,56,85,0.15627483383179597,0.18480129065235448,-0.2449579831932773,-0.23823847634835688,0.6224789915966387,0.0,0.2449579831932773
sleep__event14__sleep__duration__deep_ratio__trimmed_mean_10,sleep:sleep_stage,MCI_vs_CN,47,85,0.1696647201568505,0.18798291348857435,-0.20851063829787234,-0.1611250544919141,0.6042553191489362,0.0,0.20851063829787234
sleep__event14__sleep__duration__deep_ratio__trimmed_mean_10,sleep:sleep_stage,DEM_vs_CN,9,85,0.10251427952694663,0.18798291348857435,-0.4954248366013072,-0.8114257886256512,0.7477124183006536,0.0,0.4954248366013072
sleep__event14__sleep__duration__deep_ratio__trimmed_mean_10,sleep:sleep_stage,IMPAIRED_vs_CN,56,85,0.15941790202687955,0.18798291348857435,-0.2546218487394958,-0.26634744864534105,0.6273109243697479,0.0,0.2546218487394958
sleep__event14__sleep__duration__deep_ratio__p10,sleep:sleep_stage,MCI_vs_CN,47,85,0.09473983413590155,0.10767354649523488,-0.15644555694618273,-0.14566063860225334,0.5782227784730913,0.0,0.15644555694618273
sleep__event14__sleep__duration__deep_ratio__p10,sleep:sleep_stage,DEM_vs_CN,9,85,0.05442069774259748,0.10767354649523488,-0.4222222222222222,-0.7227921737748016,0.7111111111111111,0.0,0.4222222222222222
sleep__event14__sleep__duration__deep_ratio__p10,sleep:sleep_stage,IMPAIRED_vs_CN,56,85,0.08636281768888981,0.10767354649523488,-0.1991596638655462,-0.23559937317850582,0.5995798319327731,0.0,0.1991596638655462
sleep__event14__sleep__duration__deep_ratio__p90,sleep:sleep_stage,MCI_vs_CN,47,85,0.2299588685235965,0.2590608139493336,-0.2035043804755945,-0.22731735586699078,0.6017521902377972,0.0,0.2035043804755945
sleep__event14__sleep__duration__deep_ratio__p90,sleep:sleep_stage,DEM_vs_CN,9,85,0.15377446879705542,0.2590608139493336,-0.4954248366013072,-0.931180951780526,0.7477124183006536,0.0,0.4954248366013072
sleep__event14__sleep__duration__deep_ratio__p90,sleep:sleep_stage,IMPAIRED_vs_CN,56,85,0.22271430651611487,0.2590608139493336,-0.2504201680672269,-0.2733496699720419,0.6252100840336134,0.0,0.2504201680672269
sleep__event14__sleep__duration__deep_ratio__iqr,sleep:variability,MCI_vs_CN,47,85,0.07350397279125492,0.07447596545189447,-0.002753441802252816,-0.023926896639211555,0.5013767209011264,0.0,0.002753441802252816
sleep__event14__sleep__duration__deep_ratio__iqr,sleep:variability,DEM_vs_CN,9,85,0.05946060806953922,0.07447596545189447,-0.09803921568627451,-0.4663509441901461,0.5490196078431373,0.0,0.09803921568627451
sleep__event14__sleep__duration__deep_ratio__iqr,sleep:variability,IMPAIRED_vs_CN,56,85,0.07243632786573044,0.07447596545189447,-0.018067226890756304,-0.053046461490550485,0.5090336134453781,0.0,0.018067226890756304
sleep__event14__sleep__duration__deep_ratio__mad,sleep:variability,MCI_vs_CN,47,85,0.03591903648753171,0.03641926427183068,0.00425531914893617,-0.021529160908344364,0.502127659574468,0.0,0.00425531914893617
sleep__event14__sleep__duration__deep_ratio__mad,sleep:variability,DEM_vs_CN,9,85,0.03470911751359446,0.03641926427183068,-0.21830065359477124,-0.11118113549585236,0.6091503267973857,0.0,0.21830065359477124
sleep__event14__sleep__duration__deep_ratio__mad,sleep:variability,IMPAIRED_vs_CN,56,85,0.03520081068527113,0.03641926427183068,-0.031512605042016806,-0.05387112427071611,0.5157563025210083,0.0,0.031512605042016806
sleep__event14__sleep__duration__deep_ratio__theil_sen_rank_slope,sleep:change,MCI_vs_CN,47,85,-0.0033892711163015093,0.006027296999993031,-0.03329161451814768,-0.1390488433347205,0.5166458072590738,0.0,0.03329161451814768
sleep__event14__sleep__duration__deep_ratio__theil_sen_rank_slope,sleep:change,DEM_vs_CN,9,85,0.010192577408566161,0.006027296999993031,-0.13725490196078433,0.06371461173308456,0.5686274509803921,0.0,0.13725490196078433
sleep__event14__sleep__duration__deep_ratio__theil_sen_rank_slope,sleep:change,IMPAIRED_vs_CN,56,85,0.00013356874537024142,0.006027296999993031,-0.05,-0.08646742394310822,0.525,0.0,0.05
sleep__event14__sleep__duration__deep_ratio__late_half_minus_early_half,sleep:change,MCI_vs_CN,47,85,-0.0028450443297604877,-0.0041836196503918024,0.07634543178973717,0.0249275645314346,0.5381727158948686,0.0,0.07634543178973717
sleep__event14__sleep__duration__deep_ratio__late_half_minus_early_half,sleep:change,DEM_vs_CN,9,85,0.012163547808254287,-0.0041836196503918024,0.03790849673202614,0.33864399286153,0.5189542483660131,0.0,0.03790849673202614
sleep__event14__sleep__duration__deep_ratio__late_half_minus_early_half,sleep:change,IMPAIRED_vs_CN,56,85,2.8863298552485317e-05,-0.0041836196503918024,0.07016806722689076,0.07814694724640543,0.5350840336134454,0.0,0.07016806722689076
sleep__event14__sleep__duration__light_ratio__median,sleep:sleep_stage,MCI_vs_CN,47,85,0.5062497326431963,0.5009428742240765,0.0753441802252816,0.06397193069979691,0.5376720901126408,0.0,0.0753441802252816
sleep__event14__sleep__duration__light_ratio__median,sleep:sleep_stage,DEM_vs_CN,9,85,0.5555893746541228,0.5009428742240765,0.44052287581699345,0.6141693581471751,0.7202614379084967,0.0,0.44052287581699345
sleep__event14__sleep__duration__light_ratio__median,sleep:sleep_stage,IMPAIRED_vs_CN,56,85,0.5123603978758272,0.5009428742240765,0.13403361344537815,0.13468016392951346,0.5670168067226891,0.0,0.13403361344537815
sleep__event14__sleep__duration__light_ratio__trimmed_mean_10,sleep:sleep_stage,MCI_vs_CN,47,85,0.5077052371019759,0.49225248372596647,0.08986232790988737,0.1897534406884596,0.5449311639549437,0.0,0.08986232790988737
sleep__event14__sleep__duration__light_ratio__trimmed_mean_10,sleep:sleep_stage,DEM_vs_CN,9,85,0.5531535881308959,0.49225248372596647,0.45359477124183006,0.6487987269615825,0.726797385620915,0.0,0.45359477124183006
sleep__event14__sleep__duration__light_ratio__trimmed_mean_10,sleep:sleep_stage,IMPAIRED_vs_CN,56,85,0.5103657823909994,0.49225248372596647,0.14831932773109244,0.22308042061534347,0.5741596638655462,0.0,0.14831932773109244
sleep__event14__sleep__duration__light_ratio__p10,sleep:sleep_stage,MCI_vs_CN,47,85,0.4187878787878788,0.41638655462184876,0.053316645807259075,0.025422367767380875,0.5266583229036296,0.0,0.053316645807259075
sleep__event14__sleep__duration__light_ratio__p10,sleep:sleep_stage,DEM_vs_CN,9,85,0.47589973139475994,0.41638655462184876,0.42745098039215684,0.6756866021336118,0.7137254901960784,0.0,0.42745098039215684
sleep__event14__sleep__duration__light_ratio__p10,sleep:sleep_stage,IMPAIRED_vs_CN,56,85,0.43906534170555944,0.41638655462184876,0.1134453781512605,0.23288105344788362,0.5567226890756303,0.0,0.1134453781512605
sleep__event14__sleep__duration__light_ratio__p90,sleep:sleep_stage,MCI_vs_CN,47,85,0.5893963963963964,0.5838946162657503,0.11939924906132666,0.0684692668946575,0.5596996245306634,0.0,0.11939924906132666
sleep__event14__sleep__duration__light_ratio__p90,sleep:sleep_stage,DEM_vs_CN,9,85,0.6143836352884254,0.5838946162657503,0.42483660130718953,0.3008079943983314,0.7124183006535948,0.0,0.42483660130718953
sleep__event14__sleep__duration__light_ratio__p90,sleep:sleep_stage,IMPAIRED_vs_CN,56,85,0.5912090567074085,0.5838946162657503,0.1684873949579832,0.08783115743229176,0.5842436974789916,0.0,0.1684873949579832
sleep__event14__sleep__duration__light_ratio__iqr,sleep:variability,MCI_vs_CN,47,85,0.07509999161210529,0.07939949553949677,0.061827284105131414,-0.09477453310439042,0.5309136420525657,0.0,0.061827284105131414
sleep__event14__sleep__duration__light_ratio__iqr,sleep:variability,DEM_vs_CN,9,85,0.08963214509751072,0.07939949553949677,0.10326797385620914,0.19358952146559463,0.5516339869281046,0.0,0.10326797385620914
sleep__event14__sleep__duration__light_ratio__iqr,sleep:variability,IMPAIRED_vs_CN,56,85,0.07746482615924477,0.07939949553949677,0.0684873949579832,-0.04178935946173644,0.5342436974789916,0.0,0.0684873949579832
sleep__event14__sleep__duration__light_ratio__mad,sleep:variability,MCI_vs_CN,47,85,0.04098568392177909,0.039061234074105416,0.05982478097622027,0.08878805865887389,0.5299123904881101,0.0,0.05982478097622027
sleep__event14__sleep__duration__light_ratio__mad,sleep:variability,DEM_vs_CN,9,85,0.04496582151756204,0.039061234074105416,0.15294117647058825,0.20895818434693159,0.5764705882352941,0.0,0.15294117647058825
sleep__event14__sleep__duration__light_ratio__mad,sleep:variability,IMPAIRED_vs_CN,56,85,0.04105921396556518,0.039061234074105416,0.07478991596638655,0.08854345655565463,0.5373949579831933,0.0,0.07478991596638655
sleep__event14__sleep__duration__light_ratio__theil_sen_rank_slope,sleep:change,MCI_vs_CN,47,85,-0.005347286465544443,-0.003982331006209836,0.06533166458072591,-0.015939297798146627,0.5326658322903629,0.0,0.06533166458072591
sleep__event14__sleep__duration__light_ratio__theil_sen_rank_slope,sleep:change,DEM_vs_CN,9,85,-0.032101177059854775,-0.003982331006209836,-0.15555555555555556,-0.4080486511378518,0.5777777777777777,0.0,0.15555555555555556
sleep__event14__sleep__duration__light_ratio__theil_sen_rank_slope,sleep:change,IMPAIRED_vs_CN,56,85,-0.006541533039609568,-0.003982331006209836,0.029831932773109245,-0.029688118372415143,0.5149159663865546,0.0,0.029831932773109245
sleep__event14__sleep__duration__light_ratio__late_half_minus_early_half,sleep:change,MCI_vs_CN,47,85,0.003020306265742345,-0.0069006378474932295,0.045306633291614516,0.1690337074858782,0.5226533166458073,0.0,0.045306633291614516
sleep__event14__sleep__duration__light_ratio__late_half_minus_early_half,sleep:change,DEM_vs_CN,9,85,-0.020465540799335047,-0.0069006378474932295,-0.12418300653594772,-0.2509979282746189,0.5620915032679739,0.0,0.12418300653594772
sleep__event14__sleep__duration__light_ratio__late_half_minus_early_half,sleep:change,IMPAIRED_vs_CN,56,85,0.0011873963449851033,-0.0069006378474932295,0.018067226890756304,0.1432585648281659,0.5090336134453781,0.0,0.018067226890756304
sleep__event14__sleep__duration__rem_ratio__median,sleep:sleep_stage,MCI_vs_CN,47,85,0.11199548494630462,0.1260968760968761,-0.07884856070087609,-0.21330047973871508,0.5394242803504381,0.0,0.07884856070087609
sleep__event14__sleep__duration__rem_ratio__median,sleep:sleep_stage,DEM_vs_CN,9,85,0.13691588143182878,0.1260968760968761,-0.09803921568627451,0.1336324321960635,0.5490196078431373,0.0,0.09803921568627451
sleep__event14__sleep__duration__rem_ratio__median,sleep:sleep_stage,IMPAIRED_vs_CN,56,85,0.11211852163530471,0.1260968760968761,-0.0819327731092437,-0.18954149479063997,0.5409663865546219,0.0,0.0819327731092437
sleep__event14__sleep__duration__rem_ratio__trimmed_mean_10,sleep:sleep_stage,MCI_vs_CN,47,85,0.11053834479939662,0.1261086424070241,-0.08685857321652066,-0.24408856392926415,0.5434292866082604,0.0,0.08685857321652066
sleep__event14__sleep__duration__rem_ratio__trimmed_mean_10,sleep:sleep_stage,DEM_vs_CN,9,85,0.13229418325969447,0.1261086424070241,-0.09542483660130718,0.07509377260191777,0.5477124183006536,0.0,0.09542483660130718
sleep__event14__sleep__duration__rem_ratio__trimmed_mean_10,sleep:sleep_stage,IMPAIRED_vs_CN,56,85,0.11112146145251808,0.1261086424070241,-0.08823529411764706,-0.20102612362783392,0.5441176470588236,0.0,0.08823529411764706
sleep__event14__sleep__duration__rem_ratio__p10,sleep:sleep_stage,MCI_vs_CN,47,85,0.06271441792393948,0.06689871194379392,-0.07083854818523154,-0.06008554799579544,0.5354192740926158,0.0,0.07083854818523154
sleep__event14__sleep__duration__rem_ratio__p10,sleep:sleep_stage,DEM_vs_CN,9,85,0.07896359550561798,0.06689871194379392,-0.15163398692810456,0.14074293046404893,0.5758169934640522,0.0,0.15163398692810456
sleep__event14__sleep__duration__rem_ratio__p10,sleep:sleep_stage,IMPAIRED_vs_CN,56,85,0.06320358711940813,0.06689871194379392,-0.0838235294117647,-0.04873204340810492,0.5419117647058824,0.0,0.0838235294117647
sleep__event14__sleep__duration__rem_ratio__p90,sleep:sleep_stage,MCI_vs_CN,47,85,0.1544504748982361,0.1730693749386714,-0.10838548185231539,-0.28121471581977586,0.5541927409261578,0.0,0.10838548185231539
sleep__event14__sleep__duration__rem_ratio__p90,sleep:sleep_stage,DEM_vs_CN,9,85,0.1646752445554316,0.1730693749386714,-0.07712418300653595,-0.10431670829626534,0.538562091503268,0.0,0.07712418300653595
sleep__event14__sleep__duration__rem_ratio__p90,sleep:sleep_stage,IMPAIRED_vs_CN,56,85,0.1550003988459626,0.1730693749386714,-0.10336134453781512,-0.2562492628159083,0.5516806722689076,0.0,0.10336134453781512
sleep__event14__sleep__duration__rem_ratio__iqr,sleep:variability,MCI_vs_CN,47,85,0.04492015290212821,0.05000459107856453,-0.03629536921151439,-0.19841668731421247,0.5181476846057572,0.0,0.03629536921151439
sleep__event14__sleep__duration__rem_ratio__iqr,sleep:variability,DEM_vs_CN,9,85,0.046897392772773855,0.05000459107856453,0.09542483660130718,-0.1322591981017156,0.5477124183006536,0.0,0.09542483660130718
sleep__event14__sleep__duration__rem_ratio__iqr,sleep:variability,IMPAIRED_vs_CN,56,85,0.04642416249839473,0.05000459107856453,-0.015126050420168067,-0.13740805016783947,0.507563025210084,0.0,0.015126050420168067
sleep__event14__sleep__duration__rem_ratio__mad,sleep:variability,MCI_vs_CN,47,85,0.023090221060255933,0.025198143706330167,-0.06032540675844806,-0.14624764504437593,0.530162703379224,0.0,0.06032540675844806
sleep__event14__sleep__duration__rem_ratio__mad,sleep:variability,DEM_vs_CN,9,85,0.02232566413662239,0.025198143706330167,0.006535947712418301,-0.19936822088481687,0.5032679738562091,0.0,0.006535947712418301
sleep__event14__sleep__duration__rem_ratio__mad,sleep:variability,IMPAIRED_vs_CN,56,85,0.02270794259843916,0.025198143706330167,-0.04957983193277311,-0.1721588857358147,0.5247899159663866,0.0,0.04957983193277311
sleep__event14__sleep__duration__rem_ratio__theil_sen_rank_slope,sleep:change,MCI_vs_CN,47,85,-0.0015848127562064357,-0.0065010453942342394,0.10638297872340426,0.08865102084538078,0.5531914893617021,0.0,0.10638297872340426
sleep__event14__sleep__duration__rem_ratio__theil_sen_rank_slope,sleep:change,DEM_vs_CN,9,85,0.036025798960678534,-0.0065010453942342394,0.5764705882352941,0.9082032620944328,0.788235294117647,0.0,0.5764705882352941
sleep__event14__sleep__duration__rem_ratio__theil_sen_rank_slope,sleep:change,IMPAIRED_vs_CN,56,85,0.008944076564373567,-0.0065010453942342394,0.1819327731092437,0.2823805545822423,0.5909663865546219,0.0,0.1819327731092437
sleep__event14__sleep__duration__rem_ratio__late_half_minus_early_half,sleep:change,MCI_vs_CN,47,85,-0.0026443062621694657,-0.004794259588519173,0.005757196495619525,0.05111702411925253,0.5028785982478098,0.0,0.005757196495619525
sleep__event14__sleep__duration__rem_ratio__late_half_minus_early_half,sleep:change,DEM_vs_CN,9,85,0.016787439613526578,-0.004794259588519173,0.5686274509803921,0.6611547375862474,0.7843137254901961,0.0,0.5686274509803921
sleep__event14__sleep__duration__rem_ratio__late_half_minus_early_half,sleep:change,IMPAIRED_vs_CN,56,85,-0.0009446345192558429,-0.004794259588519173,0.09621848739495799,0.08948902012304319,0.548109243697479,0.0,0.09621848739495799
sleep__event14__sleep__duration__total_ratio__median,sleep:level,MCI_vs_CN,47,85,0.8203742032150748,0.8356321839080461,-0.19198998748435545,-0.16922802054888972,0.5959949937421778,0.0,0.19198998748435545
sleep__event14__sleep__duration__total_ratio__median,sleep:level,DEM_vs_CN,9,85,0.7991584502454068,0.8356321839080461,-0.1869281045751634,-0.374353023780042,0.5934640522875817,0.0,0.1869281045751634
sleep__event14__sleep__duration__total_ratio__median,sleep:level,IMPAIRED_vs_CN,56,85,0.8182943051463187,0.8356321839080461,-0.19117647058823528,-0.19240142866772147,0.5955882352941176,0.0,0.19117647058823528
sleep__event14__sleep__duration__total_ratio__trimmed_mean_10,sleep:level,MCI_vs_CN,47,85,0.8187334685959796,0.8260584300996464,-0.21051314142678348,-0.08748755805334663,0.6052565707133917,0.0,0.21051314142678348
sleep__event14__sleep__duration__total_ratio__trimmed_mean_10,sleep:level,DEM_vs_CN,9,85,0.8080762257149022,0.8260584300996464,-0.17647058823529413,-0.16434185161829715,0.5882352941176471,0.0,0.17647058823529413
sleep__event14__sleep__duration__total_ratio__trimmed_mean_10,sleep:level,IMPAIRED_vs_CN,56,85,0.81016973395394,0.8260584300996464,-0.20504201680672268,-0.18680119772217202,0.6025210084033614,0.0,0.20504201680672268
sleep__event14__sleep__duration__total_ratio__p10,sleep:level,MCI_vs_CN,47,85,0.722037500303597,0.7389724770642202,-0.16595744680851063,-0.16351766559868863,0.5829787234042554,0.0,0.16595744680851063
sleep__event14__sleep__duration__total_ratio__p10,sleep:level,DEM_vs_CN,9,85,0.7457832413952469,0.7389724770642202,-0.134640522875817,0.04174360941983031,0.5673202614379085,0.0,0.134640522875817
sleep__event14__sleep__duration__total_ratio__p10,sleep:level,IMPAIRED_vs_CN,56,85,0.7223506977053642,0.7389724770642202,-0.16092436974789917,-0.15166276992538613,0.5804621848739495,0.0,0.16092436974789917
sleep__event14__sleep__duration__total_ratio__p90,sleep:level,MCI_vs_CN,47,85,0.8727746931618936,0.8949293411058117,-0.2360450563204005,-0.3652050030203678,0.6180225281602003,0.0,0.2360450563204005
sleep__event14__sleep__duration__total_ratio__p90,sleep:level,DEM_vs_CN,9,85,0.8656636831079795,0.8949293411058117,-0.16601307189542483,-0.4717409858134399,0.5830065359477123,0.0,0.16601307189542483
sleep__event14__sleep__duration__total_ratio__p90,sleep:level,IMPAIRED_vs_CN,56,85,0.8725414596434569,0.8949293411058117,-0.22478991596638656,-0.36492950834900956,0.6123949579831933,0.0,0.22478991596638656
sleep__event14__sleep__duration__total_ratio__iqr,sleep:variability,MCI_vs_CN,47,85,0.07609968361666741,0.07470642280466011,0.08886107634543179,0.03186981184987296,0.5444305381727159,0.0,0.08886107634543179
sleep__event14__sleep__duration__total_ratio__iqr,sleep:variability,DEM_vs_CN,9,85,0.07368581407332753,0.07470642280466011,0.11895424836601307,-0.020997977460646713,0.5594771241830065,0.0,0.11895424836601307
sleep__event14__sleep__duration__total_ratio__iqr,sleep:variability,IMPAIRED_vs_CN,56,85,0.07597987565227038,0.07470642280466011,0.09369747899159664,0.027914607240159386,0.5468487394957983,0.0,0.09369747899159664
sleep__event14__sleep__duration__total_ratio__mad,sleep:variability,MCI_vs_CN,47,85,0.040016948258573104,0.03520711235840229,0.14893617021276595,0.21675160969401933,0.574468085106383,0.0,0.14893617021276595
sleep__event14__sleep__duration__total_ratio__mad,sleep:variability,DEM_vs_CN,9,85,0.038702166631834234,0.03520711235840229,0.1450980392156863,0.12594411784915555,0.5725490196078431,0.0,0.1450980392156863
sleep__event14__sleep__duration__total_ratio__mad,sleep:variability,IMPAIRED_vs_CN,56,85,0.03984874889072859,0.03520711235840229,0.14831932773109244,0.199980908840056,0.5741596638655462,0.0,0.14831932773109244
sleep__event14__sleep__duration__total_ratio__theil_sen_rank_slope,sleep:change,MCI_vs_CN,47,85,0.009948966100798352,-0.008090081355295863,0.15894868585732166,0.23298986895633378,0.5794743429286608,0.0,0.15894868585732166
sleep__event14__sleep__duration__total_ratio__theil_sen_rank_slope,sleep:change,DEM_vs_CN,9,85,-0.011594218823253658,-0.008090081355295863,-0.027450980392156862,-0.06510705958572632,0.5137254901960784,0.0,0.027450980392156862
sleep__event14__sleep__duration__total_ratio__theil_sen_rank_slope,sleep:change,IMPAIRED_vs_CN,56,85,0.005889038790057368,-0.008090081355295863,0.12899159663865548,0.18769737255445462,0.5644957983193277,0.0,0.12899159663865548
sleep__event14__sleep__duration__total_ratio__late_half_minus_early_half,sleep:change,MCI_vs_CN,47,85,0.0012634278893770556,-0.008538270240397883,0.09486858573216521,0.18080857161061945,0.5474342928660826,0.0,0.09486858573216521
sleep__event14__sleep__duration__total_ratio__late_half_minus_early_half,sleep:change,DEM_vs_CN,9,85,-0.010531056966369245,-0.008538270240397883,0.058823529411764705,-0.042058449784096306,0.5294117647058824,0.0,0.058823529411764705
sleep__event14__sleep__duration__total_ratio__late_half_minus_early_half,sleep:change,IMPAIRED_vs_CN,56,85,-0.00043688671398994794,-0.008538270240397883,0.08907563025210084,0.15053047630661046,0.5445378151260504,0.0,0.08907563025210084
sleep__event14__sleep__hr__drop__median,sleep:cardiac,MCI_vs_CN,47,85,5.220000000000002,4.920000000000002,-0.005757196495619525,0.16563146997929634,0.5028785982478098,0.0,0.005757196495619525
sleep__event14__sleep__hr__drop__median,sleep:cardiac,DEM_vs_CN,9,85,6.189999999999998,4.920000000000002,0.1738562091503268,0.7708649468892241,0.5869281045751634,0.0,0.1738562091503268
sleep__event14__sleep__hr__drop__median,sleep:cardiac,IMPAIRED_vs_CN,56,85,5.357499999999998,4.920000000000002,0.023109243697478993,0.22958346999015877,0.5115546218487395,0.0,0.023109243697478993
sleep__event14__sleep__hr__drop__trimmed_mean_10,sleep:cardiac,MCI_vs_CN,47,85,5.376666666666668,5.105833333333332,0.003254067584480601,0.14199890770071125,0.5016270337922403,0.0,0.003254067584480601
sleep__event14__sleep__hr__drop__trimmed_mean_10,sleep:cardiac,DEM_vs_CN,9,85,6.105833333333334,5.105833333333332,0.16862745098039217,0.5675100496571301,0.5843137254901961,0.0,0.16862745098039217
sleep__event14__sleep__hr__drop__trimmed_mean_10,sleep:cardiac,IMPAIRED_vs_CN,56,85,5.405000000000001,5.105833333333332,0.029831932773109245,0.15640145945651704,0.5149159663865546,0.0,0.029831932773109245
sleep__event14__sleep__hr__drop__p10,sleep:cardiac,MCI_vs_CN,47,85,3.7979999999999974,3.5939999999999985,-0.03529411764705882,0.13392417528311093,0.5176470588235293,0.0,0.03529411764705882
sleep__event14__sleep__hr__drop__p10,sleep:cardiac,DEM_vs_CN,9,85,4.068000000000002,3.5939999999999985,0.12941176470588237,0.47164179104477866,0.5647058823529412,0.0,0.12941176470588237
sleep__event14__sleep__hr__drop__p10,sleep:cardiac,IMPAIRED_vs_CN,56,85,3.865500000000001,3.5939999999999985,-0.008823529411764706,0.18092461474385813,0.5044117647058823,0.0,0.008823529411764706
sleep__event14__sleep__hr__drop__p90,sleep:cardiac,MCI_vs_CN,47,85,6.878999999999999,6.857000000000001,-0.017271589486858575,0.007863461710302054,0.5086357947434292,0.0,0.017271589486858575
sleep__event14__sleep__hr__drop__p90,sleep:cardiac,DEM_vs_CN,9,85,8.137000000000002,6.857000000000001,0.2130718954248366,0.4143735836840406,0.6065359477124183,0.0,0.2130718954248366
sleep__event14__sleep__hr__drop__p90,sleep:cardiac,IMPAIRED_vs_CN,56,85,6.898,6.857000000000001,0.019747899159663865,0.014370208105147374,0.5098739495798319,0.0,0.019747899159663865
sleep__event14__sleep__hr__drop__iqr,sleep:variability,MCI_vs_CN,47,85,1.6425000000000036,1.5574999999999992,0.004505632040050063,0.09405255878285365,0.502252816020025,0.0,0.004505632040050063
